txn_id,account_id,txn_date,amount,txn_type,channel
501967,3012,2024-01-15,9904.63,Debit,Online
501968,3345,2025-04-19,1743.12,Credit,Online
501969,3048,2025-06-29,3168.84,Credit,ATM
501970,2654,2024-03-26,633.38,Credit,Online
501971,2788,2024-06-15,672.38,Debit,POS
501972,2769,2024-07-14,145.33,Credit,ATM
501973,2222,2023-05-03,937.57,Credit,Online
501974,3436,2024-01-27,11238.51,Debit,POS
501975,3379,2025-02-14,4279.26,Credit,Branch
501976,2361,2024-07-04,2527.53,Debit,POS
501977,2173,2024-03-19,338.33,Credit,POS
501978,2248,2021-06-30,1471.81,Credit,Branch
501979,2944,2024-12-05,3237.48,Debit,Branch
501980,2045,2025-04-06,1526.88,Credit,Online
501981,2155,2024-08-31,918.63,Credit,Online
501982,2973,2022-06-14,3205.03,Debit,ATM
501983,2220,2021-12-06,3993.93,Debit,ATM
501984,2104,2021-06-21,1586.64,Debit,ATM
501985,2031,2024-05-13,358.57,Credit,POS
501986,3059,2022-10-23,3920.91,Credit,Online
501987,2546,2024-05-08,1163.03,Credit,Online
501988,2427,2023-12-11,2615.63,Credit,POS
501989,2960,2022-04-08,3430.38,Credit,Online
501990,2256,2022-11-17,739.27,Debit,Branch
501991,2783,2023-02-15,1492.08,Credit,Branch
501992,2726,2023-01-09,246.58,Credit,Online
501993,3012,2025-07-07,1695.25,Debit,ATM
501994,2936,2024-08-26,1155.06,Debit,POS
501995,3013,2024-12-17,5081.75,Credit,POS
501996,2320,2025-04-01,8052.62,Debit,Branch
501997,2211,2023-11-18,577.98,Credit,POS
501998,2801,2021-09-19,1777.37,Credit,Branch
501999,2087,2024-09-23,3775.03,Credit,POS
502000,2682,2023-02-06,1348.16,Debit,POS
502001,2939,2024-03-25,6514.44,Debit,Branch
502002,3232,2025-05-04,3286.48,Debit,Online
502003,2980,2024-02-19,1107.72,Debit,POS
502004,3493,2024-02-02,1476.6,Credit,Online
502005,2836,2024-04-22,522.69,Credit,ATM
502006,2670,2024-11-13,49.91,Debit,Branch
502007,2369,2022-12-13,887.04,Credit,Branch
502008,3010,2023-10-02,3403.7,Credit,ATM
502009,3217,2023-09-19,1004.67,Credit,ATM
502010,2482,2021-12-23,1458.49,Credit,ATM
502011,2114,2021-04-21,392.35,Debit,Branch
502012,2016,2024-12-27,130.35,Credit,ATM
502013,2949,2022-09-06,3465.88,Debit,ATM
502014,2995,2024-01-16,961.32,Credit,ATM
502015,2181,2016-02-12,927.86,Credit,ATM
502016,2034,2025-06-25,423.91,Debit,Online
502017,2982,2022-12-24,66.2,Credit,Online
502018,2597,2025-06-22,1549.96,Credit,Online
502019,2627,2024-05-26,4415.6,Credit,ATM
502020,2394,2025-07-30,1788.65,Credit,POS
502021,3078,2024-12-20,3055.21,Credit,Online
502022,3117,2025-04-29,3514.79,Debit,Online
502023,2079,2025-02-10,623.35,Credit,Branch
502024,2134,2024-12-08,1775.27,Credit,POS
502025,2833,2023-05-13,1158.25,Credit,Branch
502026,2905,2025-01-26,4296.41,Credit,ATM
502027,2218,2020-12-17,4797.08,Credit,POS
502028,2238,2025-04-08,3098.79,Credit,ATM
502029,3024,2021-09-18,5573.79,Credit,Branch
502030,2683,2017-10-16,983.0,Credit,Online
502031,2180,2023-08-17,1630.07,Credit,POS
502032,2915,2024-09-03,920.11,Credit,ATM
502033,2111,2024-12-19,3490.24,Credit,Branch
502034,2346,2024-03-11,57.75,Credit,ATM
502035,3070,2023-05-12,334.74,Credit,Online
502036,2334,2023-06-04,2428.9,Credit,ATM
502037,2096,2024-11-20,602.34,Debit,Branch
502038,3440,2023-05-18,320.55,Credit,Online
502039,2337,2022-01-03,6141.85,Credit,Online
502040,2773,2024-05-14,2034.5,Debit,Online
502041,3238,2024-03-16,10.18,Credit,POS
502042,3485,2024-10-02,3886.4,Debit,Online
502043,3215,2025-04-29,2277.85,Debit,Branch
502044,2510,2018-11-24,207.65,Debit,Online
502045,3282,2024-03-10,2555.39,Credit,ATM
502046,2020,2024-10-11,854.26,Credit,Branch
502047,2490,2023-09-10,1704.32,Credit,POS
502048,2300,2024-05-29,2300.15,Credit,Online
502049,2793,2022-05-24,557.21,Debit,Branch
502050,3338,2024-01-27,2829.47,Credit,Branch
502051,3161,2024-09-05,677.62,Credit,Branch
502052,3498,2020-03-10,2116.86,Credit,Branch
502053,2206,2024-06-07,2608.48,Debit,Branch
502054,3129,2023-12-21,348.35,Debit,POS
502055,3087,2025-06-15,1124.61,Debit,ATM
502056,2685,2024-10-21,40.43,Credit,Branch
502057,2147,2023-12-04,2082.36,Debit,POS
502058,2157,2024-06-09,611.42,Debit,Online
502059,3370,2024-02-28,3929.5,Debit,ATM
502060,2443,2023-11-02,3051.59,Credit,ATM
502061,2956,2021-12-30,376.77,Credit,Online
502062,3419,2025-08-18,4761.89,Credit,ATM
502063,2740,2025-06-27,1265.46,Credit,ATM
502064,2315,2024-03-17,212.9,Debit,ATM
502065,2728,2024-12-25,126.15,Credit,ATM
502066,2345,2023-09-30,2272.26,Debit,POS
502067,2273,2025-07-12,1973.92,Credit,Branch
502068,3217,2024-05-28,291.28,Debit,Online
502069,2519,2025-06-17,868.38,Debit,Branch
502070,3028,2025-06-05,205.62,Debit,POS
502071,3091,2024-11-30,368.81,Debit,Branch
502072,2825,2024-08-25,4098.72,Debit,POS
502073,2812,2024-02-06,3783.31,Credit,POS
502074,2271,2021-09-09,4655.41,Credit,Online
502075,2794,2024-09-19,2730.93,Debit,ATM
502076,3128,2024-02-23,779.62,Debit,POS
502077,2293,2022-03-16,525.65,Credit,ATM
502078,2349,2024-10-31,385.56,Credit,Branch
502079,3036,2025-04-20,4134.18,Debit,POS
502080,3473,2024-05-06,295.71,Credit,Online
502081,2589,2023-12-05,1512.28,Credit,POS
502082,3243,2025-07-31,806.55,Debit,Online
502083,2275,2022-04-25,189.05,Debit,Online
502084,2855,2025-08-17,3493.01,Debit,ATM
502085,3416,2024-07-08,2066.79,Debit,Online
502086,2663,2023-11-02,4879.56,Debit,ATM
502087,2761,2025-03-07,1905.26,Debit,Branch
502088,2233,2023-11-06,4993.55,Debit,ATM
502089,2793,2022-09-03,1111.51,Debit,POS
502090,2879,2024-11-19,535.01,Credit,POS
502091,3473,2024-11-12,794.51,Debit,Online
502092,2302,2025-05-20,615.21,Credit,POS
502093,2550,2024-07-05,5754.4,Debit,POS
502094,2971,2025-05-08,1899.26,Credit,ATM
502095,3415,2021-10-10,1815.28,Debit,Online
502096,2357,2022-10-29,3143.78,Credit,ATM
502097,3043,2022-07-26,328.3,Credit,ATM
502098,3320,2024-01-28,722.93,Credit,Online
502099,2950,2025-03-28,261.61,Debit,POS
502100,2641,2023-08-08,873.44,Credit,ATM
502101,2352,2023-07-01,104.35,Debit,Online
502102,2433,2024-01-31,6784.91,Credit,ATM
502103,2078,2019-07-20,1903.2,Credit,POS
502104,2229,2024-06-11,3138.67,Credit,POS
502105,2657,2023-10-01,11315.42,Credit,POS
502106,2211,2023-10-09,634.15,Debit,POS
502107,2016,2024-09-28,620.27,Credit,Online
502108,3040,2023-12-03,1359.38,Debit,Online
502109,2107,2024-04-02,1635.29,Credit,Online
502110,2212,2024-10-19,906.73,Credit,POS
502111,2893,2023-02-04,709.85,Debit,POS
502112,3383,2024-05-21,131.86,Debit,Online
502113,3087,2025-06-04,1628.94,Debit,POS
502114,2049,2024-09-30,4704.69,Credit,Online
502115,2252,2024-08-11,371.34,Credit,Branch
502116,3111,2022-02-15,3456.15,Debit,ATM
502117,3099,2023-11-21,2207.26,Credit,Online
502118,2587,2025-08-04,46.48,Credit,Branch
502119,3425,2023-07-08,2093.27,Credit,Branch
502120,3333,2025-07-09,8278.34,Debit,Branch
502121,3115,2023-03-25,3931.24,Debit,Branch
502122,3123,2025-04-17,477.99,Debit,Branch
502123,3178,2025-02-06,1893.83,Debit,ATM
502124,2223,2023-03-15,1064.42,Debit,Online
502125,3052,2025-05-16,80.01,Credit,ATM
502126,3410,2024-10-02,1342.41,Credit,Online
502127,2338,2024-05-09,2988.0,Credit,ATM
502128,2022,2024-09-19,3572.21,Credit,Online
502129,2542,2024-07-13,784.0,Debit,POS
502130,2405,2021-07-24,444.64,Debit,Branch
502131,3424,2017-08-30,437.81,Debit,Online
502132,2669,2024-05-25,6239.51,Credit,Online
502133,2992,2025-02-25,2752.57,Credit,Branch
502134,3473,2024-09-25,4849.19,Debit,POS
502135,3184,2025-01-24,511.69,Debit,Branch
502136,3124,2020-07-17,1135.05,Debit,Branch
502137,3454,2023-05-02,169.62,Credit,POS
502138,3034,2024-01-26,81.65,Debit,Online
502139,2348,2025-04-16,3150.0,Debit,ATM
502140,3091,2025-07-24,27.45,Debit,Branch
502141,2483,2024-10-06,426.29,Debit,POS
502142,2497,2025-02-17,238.06,Credit,ATM
502143,2968,2025-07-23,1092.6,Credit,Branch
502144,2474,2021-10-27,2102.07,Debit,Branch
502145,2037,2024-02-06,6374.95,Debit,POS
502146,3500,2021-01-29,408.38,Credit,Branch
502147,2857,2019-03-30,1666.34,Debit,ATM
502148,3006,2021-03-23,593.04,Debit,POS
502149,3214,2024-08-04,2753.45,Credit,Online
502150,2952,2023-03-22,400.37,Debit,POS
502151,2916,2025-05-20,25.65,Debit,POS
502152,3188,2024-06-06,461.88,Debit,ATM
502153,2444,2024-06-16,783.3,Credit,Online
502154,3243,2023-01-23,191.72,Debit,Online
502155,3087,2025-05-22,663.57,Credit,POS
502156,2274,2023-05-19,4999.07,Debit,Branch
502157,2220,2022-08-26,903.07,Debit,ATM
502158,3320,2024-06-03,1564.0,Credit,Online
502159,3343,2025-04-29,869.2,Debit,ATM
502160,3491,2021-12-22,111.43,Debit,Online
502161,2152,2022-06-20,1178.97,Credit,ATM
502162,3344,2023-03-02,886.94,Debit,POS
502163,3296,2022-07-15,8542.66,Debit,POS
502164,3152,2021-09-21,2692.84,Credit,POS
502165,2747,2023-04-20,307.87,Debit,ATM
502166,2763,2024-06-16,203.24,Credit,ATM
502167,2643,2021-12-17,517.41,Debit,Online
502168,2044,2022-08-12,1945.85,Debit,ATM
502169,2751,2021-11-23,230.52,Credit,POS
502170,2356,2024-09-07,929.85,Credit,Online
502171,2301,2024-12-13,784.07,Debit,Branch
502172,2084,2023-09-13,905.3,Debit,POS
502173,2687,2025-05-08,495.19,Debit,Branch
502174,2072,2024-11-26,409.17,Credit,ATM
502175,3275,2023-12-27,1071.97,Debit,POS
502176,3335,2021-02-05,18.17,Debit,POS
502177,3202,2024-10-13,2457.4,Credit,Online
502178,2452,2025-05-29,498.45,Credit,Branch
502179,2245,2023-05-29,825.62,Debit,Online
502180,2757,2022-12-04,1801.62,Credit,POS
502181,3011,2024-07-01,374.12,Credit,POS
502182,2031,2025-05-22,1879.65,Credit,POS
502183,3286,2024-11-01,335.07,Debit,Online
502184,2658,2024-04-14,6483.06,Debit,ATM
502185,3230,2025-02-16,1698.68,Credit,ATM
502186,2117,2021-10-13,2443.34,Debit,ATM
502187,2639,2025-03-01,2252.89,Debit,Online
502188,2688,2022-02-10,1532.33,Credit,Online
502189,2073,2023-12-16,3298.71,Debit,Branch
502190,3062,2025-03-30,20.69,Debit,Branch
502191,3397,2023-05-26,1982.33,Debit,POS
502192,2811,2025-03-06,4181.16,Credit,Online
502193,2594,2024-03-22,4424.0,Credit,POS
502194,2955,2022-07-23,2014.03,Credit,Online
502195,2542,2024-09-12,797.37,Debit,ATM
502196,2540,2023-09-26,1018.98,Debit,ATM
502197,3140,2022-05-06,874.07,Credit,Branch
502198,2887,2023-05-01,3173.92,Credit,Online
502199,2396,2024-04-08,245.12,Credit,Online
502200,2612,2021-10-17,3028.88,Credit,Branch
502201,3253,2024-01-02,745.11,Debit,Branch
502202,2794,2024-09-08,1580.15,Debit,Online
502203,2115,2025-05-31,739.24,Debit,POS
502204,3286,2025-07-27,2597.61,Credit,POS
502205,3112,2024-03-18,4347.18,Debit,POS
502206,2401,2025-06-24,1461.86,Credit,POS
502207,3449,2024-12-08,3443.07,Credit,Branch
502208,3428,2022-11-05,796.68,Credit,POS
502209,3494,2024-09-13,1135.15,Debit,Online
502210,2567,2024-12-12,1222.84,Debit,ATM
502211,3386,2023-10-20,1051.76,Credit,ATM
502212,3210,2024-09-18,2433.12,Credit,Branch
502213,3307,2025-06-10,2509.37,Credit,POS
502214,2821,2025-02-25,1713.13,Credit,Branch
502215,2419,2024-05-03,4827.69,Debit,ATM
502216,2341,2025-04-19,3447.56,Credit,Branch
502217,3450,2025-02-22,210.49,Debit,ATM
502218,2754,2023-06-22,2994.75,Credit,Branch
502219,3392,2023-07-12,1141.08,Credit,ATM
502220,2833,2023-04-11,3959.01,Debit,ATM
502221,2802,2022-11-02,10.88,Credit,Online
502222,2110,2025-07-29,467.17,Debit,Branch
502223,2604,2023-10-19,2099.46,Credit,ATM
502224,2835,2023-02-26,1626.4,Debit,Online
502225,2164,2025-02-23,2358.85,Credit,Online
502226,2244,2025-08-02,1363.39,Debit,ATM
502227,2886,2022-10-10,3825.3,Debit,Online
502228,2373,2025-04-08,174.94,Credit,ATM
502229,3051,2025-05-05,4873.18,Credit,Online
502230,2691,2023-05-31,5288.67,Debit,POS
502231,2606,2022-03-25,1140.5,Credit,ATM
502232,2177,2025-03-27,604.31,Debit,ATM
502233,2610,2025-01-10,8045.3,Credit,POS
502234,2814,2023-08-16,1706.32,Debit,ATM
502235,2860,2024-02-29,4308.79,Debit,Online
502236,2406,2023-03-22,256.77,Debit,POS
502237,2042,2024-07-15,159.44,Credit,Branch
502238,3403,2021-04-23,249.59,Debit,ATM
502239,3437,2024-04-20,6529.04,Credit,POS
502240,3357,2023-10-09,4411.36,Credit,Branch
502241,2435,2018-09-29,4006.93,Debit,POS
502242,2904,2025-03-06,2260.44,Debit,POS
502243,2212,2025-06-26,895.78,Debit,Branch
502244,3359,2023-01-11,2028.29,Credit,Online
502245,2009,2025-01-06,1389.82,Credit,ATM
502246,2707,2024-08-16,3967.48,Credit,POS
502247,3286,2024-10-04,552.72,Debit,Online
502248,3089,2025-08-05,896.22,Credit,POS
502249,3295,2023-05-08,673.87,Debit,POS
502250,2745,2025-05-12,759.64,Credit,Online
502251,2143,2024-01-28,7.46,Debit,ATM
502252,2012,2022-09-12,675.92,Debit,ATM
502253,2229,2024-06-11,1135.35,Credit,ATM
502254,2087,2024-12-20,3858.94,Credit,ATM
502255,2672,2025-01-30,1918.74,Credit,Online
502256,2076,2023-12-11,917.85,Debit,POS
502257,2279,2025-04-25,3507.21,Credit,Branch
502258,2630,2024-05-25,1453.62,Credit,Branch
502259,3104,2025-06-02,1605.78,Credit,Online
502260,3012,2024-07-26,2687.08,Credit,Online
502261,2088,2024-09-11,1370.34,Credit,Online
502262,3355,2024-11-21,1505.47,Credit,POS
502263,2825,2025-03-26,1035.48,Credit,POS
502264,2524,2025-04-25,1104.71,Credit,Online
502265,2575,2023-06-05,801.18,Credit,Online
502266,3273,2024-08-17,932.6,Debit,Branch
502267,2698,2024-06-13,846.29,Credit,Online
502268,2369,2024-01-28,1895.55,Debit,Online
502269,2638,2022-05-04,1772.73,Credit,ATM
502270,2103,2025-02-12,761.65,Credit,POS
502271,2230,2023-12-27,2764.66,Credit,Branch
502272,2472,2020-12-09,2744.95,Debit,ATM
502273,2331,2021-03-01,1032.9,Debit,Branch
502274,2524,2024-02-24,993.64,Credit,Branch
502275,2098,2025-05-10,1650.4,Debit,Online
502276,2916,2024-03-28,4696.26,Debit,ATM
502277,2173,2024-12-07,1936.37,Debit,POS
502278,2326,2023-12-31,36.62,Debit,POS
502279,3467,2025-03-10,982.36,Credit,POS
502280,2009,2025-02-03,3933.08,Debit,POS
502281,2420,2025-04-13,1672.28,Credit,Branch
502282,2751,2022-07-03,998.01,Debit,POS
502283,2461,2024-12-12,64.44,Credit,Online
502284,2481,2024-09-23,13.52,Debit,Branch
502285,2191,2023-04-14,2075.27,Debit,ATM
502286,2636,2024-06-15,1400.49,Credit,Branch
502287,3133,2024-03-25,920.95,Credit,POS
502288,2882,2021-11-20,1396.8,Credit,Online
502289,3387,2024-05-31,619.9,Debit,Online
502290,3050,2023-12-23,919.17,Debit,POS
502291,3185,2022-10-16,2798.18,Debit,Branch
502292,2648,2024-08-31,4819.0,Debit,POS
502293,2919,2025-06-23,1618.75,Credit,Online
502294,2868,2024-10-25,8423.07,Debit,ATM
502295,3220,2024-03-04,4717.3,Credit,Online
502296,2752,2023-11-25,6.04,Debit,Branch
502297,2607,2024-09-26,333.6,Debit,Branch
502298,2106,2022-03-29,1178.59,Debit,POS
502299,3290,2023-01-21,1908.69,Debit,Branch
502300,2654,2025-03-21,2428.23,Credit,Branch
502301,3198,2023-02-05,1556.05,Debit,Branch
502302,3018,2023-11-05,1295.5,Credit,POS
502303,2003,2022-07-21,308.83,Credit,Branch
502304,2978,2022-01-15,126.15,Credit,ATM
502305,2732,2024-05-15,643.54,Credit,Online
502306,2360,2022-11-25,1914.49,Debit,ATM
502307,2397,2024-04-29,280.25,Debit,Online
502308,2957,2022-04-15,732.58,Debit,Online
502309,2130,2022-02-07,4802.9,Credit,Branch
502310,2910,2019-01-23,1242.02,Debit,Online
502311,3270,2024-11-28,493.97,Debit,ATM
502312,2131,2020-03-02,773.27,Credit,Online
502313,2012,2024-06-28,3100.36,Credit,Online
502314,2091,2025-02-23,3312.92,Debit,POS
502315,3096,2022-02-25,1044.27,Credit,ATM
502316,3272,2025-06-14,792.22,Credit,Online
502317,3483,2024-04-18,2597.97,Credit,POS
502318,2044,2025-06-16,1638.01,Debit,ATM
502319,2724,2022-09-16,3320.2,Debit,POS
502320,2073,2023-04-08,2152.72,Debit,ATM
502321,2557,2025-08-03,964.17,Credit,POS
502322,2462,2024-09-10,5440.45,Credit,POS
502323,2909,2024-08-29,358.93,Credit,Branch
502324,3364,2024-11-03,349.04,Debit,Online
502325,3208,2024-05-10,1838.03,Credit,POS
502326,2096,2023-05-30,320.45,Debit,ATM
502327,2361,2024-04-22,2902.74,Debit,POS
502328,2413,2023-03-06,4591.07,Debit,Online
502329,2377,2024-12-27,796.83,Credit,Branch
502330,2530,2023-04-15,881.33,Credit,Online
502331,2911,2025-06-14,411.7,Debit,Branch
502332,3110,2022-01-06,380.42,Credit,POS
502333,3410,2025-05-15,1709.86,Debit,Online
502334,3055,2025-03-12,94.3,Debit,Branch
502335,2448,2024-11-08,6390.37,Credit,POS
502336,2277,2024-02-07,1044.98,Credit,Branch
502337,2566,2025-07-21,2627.3,Debit,ATM
502338,3200,2018-11-22,822.93,Debit,Branch
502339,3490,2024-03-12,3685.56,Credit,Online
502340,2589,2024-01-29,6354.21,Debit,POS
502341,2265,2024-11-11,2279.17,Debit,POS
502342,2008,2023-09-10,556.78,Debit,Branch
502343,2116,2022-06-12,4608.74,Credit,POS
502344,2956,2020-07-19,1550.99,Debit,Branch
502345,2885,2024-07-20,725.46,Debit,ATM
502346,2965,2021-12-30,2780.32,Credit,Branch
502347,2037,2024-02-06,461.94,Debit,Branch
502348,2656,2025-06-27,35.29,Debit,POS
502349,2271,2023-09-26,1825.41,Credit,Online
502350,2505,2024-10-24,6321.61,Debit,Branch
502351,2934,2023-03-18,1050.0,Credit,POS
502352,2414,2025-01-11,1828.52,Credit,Branch
502353,2990,2023-06-24,1515.71,Credit,POS
502354,2434,2024-03-08,158.63,Debit,Branch
502355,2766,2024-04-28,1030.58,Credit,ATM
502356,2689,2025-04-07,1365.49,Debit,POS
502357,2576,2024-11-13,3337.41,Debit,ATM
502358,2190,2024-04-07,1829.98,Credit,POS
502359,2865,2022-05-09,1862.08,Debit,Online
502360,3486,2023-09-18,2755.9,Debit,POS
502361,2966,2024-04-13,2083.5,Credit,ATM
502362,3119,2024-11-03,214.48,Debit,POS
502363,3206,2025-03-19,1430.52,Credit,Branch
502364,2058,2024-06-21,330.81,Credit,ATM
502365,3190,2024-07-15,290.34,Debit,POS
502366,2364,2023-10-27,1936.56,Debit,Branch
502367,2998,2023-07-13,87.11,Credit,Branch
502368,3476,2022-12-17,491.47,Credit,ATM
502369,3342,2022-02-05,1444.78,Debit,Online
502370,2622,2020-12-05,450.32,Debit,ATM
502371,3258,2018-08-08,4256.43,Credit,Online
502372,2928,2024-12-28,706.85,Credit,ATM
502373,2200,2024-09-04,1742.33,Debit,POS
502374,2360,2023-02-14,3514.11,Debit,POS
502375,3436,2023-12-29,1033.27,Debit,POS
502376,3373,2024-02-27,4403.29,Debit,Branch
502377,3338,2021-10-14,814.9,Credit,POS
502378,2577,2024-04-29,222.28,Debit,ATM
502379,2482,2024-07-25,613.49,Debit,Branch
502380,3210,2025-03-13,591.46,Credit,ATM
502381,2031,2023-12-31,221.76,Credit,ATM
502382,3347,2018-01-17,2900.35,Debit,Online
502383,2906,2025-08-03,986.69,Credit,ATM
502384,2950,2024-08-08,1456.13,Credit,ATM
502385,2658,2020-05-29,1906.18,Debit,Online
502386,3469,2022-12-09,1992.15,Credit,Online
502387,3125,2024-08-15,4147.58,Debit,Online
502388,2081,2025-04-27,4151.15,Credit,POS
502389,2787,2025-07-11,4583.34,Debit,Branch
502390,3290,2022-06-20,891.41,Debit,Branch
502391,2115,2024-01-01,2065.97,Debit,Branch
502392,3106,2025-01-01,4538.54,Debit,ATM
502393,2368,2022-01-10,3749.02,Credit,Branch
502394,2760,2024-08-21,5426.0,Credit,POS
502395,3324,2024-02-13,5818.91,Credit,Branch
502396,2739,2023-09-27,2605.33,Credit,POS
502397,2057,2024-01-17,5817.94,Credit,ATM
502398,2032,2024-04-11,1367.53,Credit,ATM
502399,3106,2024-06-28,116.75,Credit,POS
502400,3397,2023-05-11,369.33,Credit,POS
502401,2438,2022-01-20,1215.78,Credit,POS
502402,3404,2024-12-04,69.33,Credit,POS
502403,2679,2025-01-26,436.06,Debit,Branch
502404,2089,2024-11-30,936.25,Debit,POS
502405,2797,2025-04-25,2858.58,Credit,Branch
502406,3461,2025-02-05,1010.15,Debit,Branch
502407,2376,2023-06-13,1326.15,Credit,Online
502408,3441,2024-11-26,5271.49,Credit,Branch
502409,2978,2024-10-20,3629.47,Debit,ATM
502410,2595,2024-08-08,1905.43,Debit,POS
502411,3041,2024-02-13,4350.0,Debit,Online
502412,2602,2025-04-28,2666.05,Debit,ATM
502413,2128,2024-12-10,76.93,Debit,POS
502414,3307,2023-09-13,5478.99,Debit,POS
502415,2561,2023-10-31,643.17,Debit,Branch
502416,2849,2024-10-01,1649.35,Credit,Branch
502417,3117,2024-11-04,3021.0,Credit,ATM
502418,2125,2025-03-02,911.81,Credit,ATM
502419,3083,2023-03-02,1262.96,Credit,Branch
502420,2548,2021-09-15,110.66,Debit,ATM
502421,2817,2023-04-10,447.46,Debit,Online
502422,2686,2022-09-18,261.66,Credit,Branch
502423,3167,2024-01-25,868.19,Debit,POS
502424,2282,2022-05-21,307.68,Debit,Branch
502425,2162,2024-10-03,5875.26,Debit,Branch
502426,2617,2025-01-21,1723.93,Debit,POS
502427,2178,2019-10-31,13.16,Debit,Branch
502428,2365,2024-12-27,2118.03,Debit,Branch
502429,2987,2024-04-10,2194.69,Credit,POS
502430,3229,2024-02-14,1008.9,Debit,POS
502431,3041,2024-05-05,191.27,Credit,Branch
502432,2477,2019-07-14,1231.47,Debit,Online
502433,3222,2025-05-18,3056.53,Debit,ATM
502434,2610,2024-07-16,5202.5,Debit,Online
502435,2272,2024-08-16,53.17,Debit,ATM
502436,3135,2022-10-23,141.17,Debit,Branch
502437,2776,2022-01-25,462.58,Credit,POS
502438,2556,2020-06-04,1199.43,Debit,Branch
502439,2992,2025-07-12,1268.94,Debit,POS
502440,3088,2023-08-20,565.04,Debit,Online
502441,2336,2024-01-11,2497.65,Debit,Online
502442,2176,2023-04-21,1100.73,Credit,Branch
502443,2776,2022-01-08,4630.85,Credit,ATM
502444,2078,2023-10-19,3285.26,Debit,Online
502445,2958,2023-02-19,788.97,Credit,ATM
502446,2660,2024-03-08,3735.36,Credit,ATM
502447,2322,2024-11-20,189.79,Credit,Online
502448,2898,2024-09-11,408.33,Debit,POS
502449,2564,2024-12-16,1387.47,Credit,POS
502450,2583,2021-08-17,11521.02,Credit,Branch
502451,2325,2024-05-17,1522.62,Debit,Branch
502452,3015,2024-06-15,4171.72,Debit,Branch
502453,3355,2025-05-07,2772.51,Debit,ATM
502454,2929,2022-12-31,2478.43,Credit,ATM
502455,2356,2025-02-16,1364.84,Credit,Branch
502456,3251,2025-03-12,205.97,Credit,ATM
502457,2182,2025-06-06,2122.06,Debit,Online
502458,2435,2023-07-11,3224.45,Debit,Branch
502459,2053,2023-07-09,733.38,Credit,Branch
502460,3273,2023-11-13,460.98,Credit,Branch
502461,2068,2022-08-07,7114.29,Debit,Online
502462,2820,2021-04-20,686.51,Credit,Online
502463,2288,2024-05-16,1255.54,Debit,POS
502464,2319,2024-04-20,612.17,Credit,Branch
502465,2913,2024-08-02,2656.29,Debit,ATM
502466,3206,2025-06-26,1825.17,Debit,POS
502467,2027,2025-08-17,323.32,Credit,Online
502468,2238,2023-01-30,2921.1,Credit,Branch
502469,2431,2022-07-10,2913.46,Debit,Branch
502470,3416,2025-05-07,1184.1,Credit,ATM
502471,2088,2024-08-01,1918.1,Debit,POS
502472,2268,2024-04-02,3069.67,Debit,ATM
502473,2606,2022-04-07,915.28,Debit,ATM
502474,2489,2024-08-12,4805.5,Debit,Online
502475,2073,2022-09-08,735.22,Debit,Branch
502476,2811,2023-01-26,4927.34,Credit,ATM
502477,2912,2021-11-23,4683.29,Debit,ATM
502478,2266,2024-10-29,8230.26,Debit,ATM
502479,3033,2025-08-12,94.42,Credit,Branch
502480,2086,2019-11-16,4944.91,Debit,Branch
502481,3098,2020-06-17,3440.75,Credit,Branch
502482,2389,2024-11-30,1421.81,Credit,Branch
502483,2337,2023-06-06,1776.55,Credit,Online
502484,2295,2025-03-20,365.71,Debit,ATM
502485,3303,2023-06-12,361.65,Credit,ATM
502486,2754,2023-07-15,4217.51,Credit,POS
502487,3036,2025-06-30,1373.47,Debit,Online
502488,2306,2023-02-23,7148.44,Credit,Branch
502489,2085,2024-12-01,165.73,Credit,Branch
502490,2058,2020-03-11,385.19,Credit,POS
502491,2662,2024-12-10,121.39,Credit,POS
502492,2490,2024-06-26,7883.83,Debit,Branch
502493,3152,2022-08-26,427.69,Debit,Branch
502494,3183,2022-11-25,1832.75,Debit,Online
502495,2467,2024-07-11,2071.03,Credit,Branch
502496,2651,2024-04-16,5599.81,Debit,Online
502497,2573,2023-12-29,2289.97,Credit,Branch
502498,3013,2024-09-29,3973.21,Credit,Branch
502499,2945,2024-01-10,78.91,Debit,Online
502500,2977,2024-09-09,2768.72,Debit,POS
502501,2084,2024-12-07,1465.5,Debit,ATM
502502,2507,2024-07-09,1303.32,Credit,ATM
502503,3451,2023-10-21,2157.97,Credit,ATM
502504,2513,2025-08-01,8.44,Debit,Branch
502505,2262,2024-10-19,222.26,Debit,Branch
502506,2300,2024-12-28,438.81,Debit,POS
502507,2041,2024-04-02,6908.25,Debit,Branch
502508,3172,2023-07-02,474.88,Credit,ATM
502509,2008,2020-12-28,5967.68,Credit,ATM
502510,2895,2023-11-16,540.55,Credit,Online
502511,2600,2025-06-01,2984.57,Debit,POS
502512,2143,2024-04-14,269.84,Debit,Online
502513,3327,2024-04-11,237.11,Credit,Branch
502514,3113,2023-11-03,926.87,Credit,POS
502515,3230,2024-07-28,3277.28,Debit,ATM
502516,3405,2024-07-23,3271.18,Credit,POS
502517,3369,2024-04-22,1111.95,Debit,POS
502518,3051,2025-05-24,28.55,Credit,ATM
502519,2801,2025-02-01,1867.23,Credit,Branch
502520,3046,2025-07-19,577.44,Debit,Online
502521,2674,2024-04-19,4451.11,Credit,ATM
502522,2272,2025-07-03,29.5,Debit,Branch
